article_title,country,revision_id,article_quality,population,region
Jean Collins Musonda Kalusambo,Congo DR,1053665874.0,Stub,102.3,MIDDLE AFRICA
Norman Kamosi,Congo DR,1158543582.0,Stub,102.3,MIDDLE AFRICA
Oscar Kashala,Congo DR,1207022384.0,GA,102.3,MIDDLE AFRICA
Banyingela Kasonga,Congo DR,1112278142.0,Start,102.3,MIDDLE AFRICA
Tharcisse Kasongo Mwema Yamba-Yamba,Congo DR,1178367789.0,Start,102.3,MIDDLE AFRICA
Albert-Joseph Kasongo Wa Kapinga,Congo DR,1249521619.0,GA,102.3,MIDDLE AFRICA
Pierre Honoré Kazadi Lukonda Ngube-Ngube,Congo DR,1002487446.0,Stub,102.3,MIDDLE AFRICA
Jacques Kazadi,Congo DR,1176430546.0,Start,102.3,MIDDLE AFRICA
Léon Kengo wa Dondo,Congo DR,1237115839.0,C,102.3,MIDDLE AFRICA
Robert Kidiaba,Congo DR,1248824563.0,Start,102.3,MIDDLE AFRICA
Seth Kikuni,Congo DR,1243865684.0,Stub,102.3,MIDDLE AFRICA
Jean-Pierre Lola Kisanga,Congo DR,1249285899.0,Stub,102.3,MIDDLE AFRICA
Delphin Kyubwa,Congo DR,1053664236.0,Stub,102.3,MIDDLE AFRICA
Gabriel Kyungu,Congo DR,1211274287.0,Start,102.3,MIDDLE AFRICA
Eric Lenge,Congo DR,1244086359.0,Start,102.3,MIDDLE AFRICA
Faustin Luanga,Congo DR,1233422388.0,C,102.3,MIDDLE AFRICA
Guy-Patrice Lumumba,Congo DR,1147505613.0,Stub,102.3,MIDDLE AFRICA
Sultani Makenga,Congo DR,1245170396.0,C,102.3,MIDDLE AFRICA
Angèle Makombo,Congo DR,1188621879.0,Stub,102.3,MIDDLE AFRICA
Franck Mwe di Malila,Congo DR,1221364267.0,C,102.3,MIDDLE AFRICA
Anne Mbusu,Congo DR,1125303194.0,Start,102.3,MIDDLE AFRICA
Munga Mibindo,Congo DR,1058408130.0,Stub,102.3,MIDDLE AFRICA
Emile Mota,Congo DR,1221204219.0,Start,102.3,MIDDLE AFRICA
Josué Alex Mukendi,Congo DR,1158533179.0,Stub,102.3,MIDDLE AFRICA
Daniel Mukoko Samba,Congo DR,1230882624.0,Start,102.3,MIDDLE AFRICA
Paul-Joseph Mukungubila,Congo DR,1234382434.0,C,102.3,MIDDLE AFRICA
Medard Mulangala,Congo DR,1247424323.0,C,102.3,MIDDLE AFRICA
Didier Mumengi,Congo DR,1207925066.0,C,102.3,MIDDLE AFRICA
Kasongo Munganga,Congo DR,1221395785.0,C,102.3,MIDDLE AFRICA
Jean-Claude Kazembe Musonda,Congo DR,1249280194.0,Stub,102.3,MIDDLE AFRICA
Jules Mutebutsi,Congo DR,1220065911.0,Start,102.3,MIDDLE AFRICA
Laurent Nkunda,Congo DR,1247976741.0,C,102.3,MIDDLE AFRICA
Muanda Nsemi,Congo DR,1244131957.0,Start,102.3,MIDDLE AFRICA
Victor Promontorio,Congo DR,1087110784.0,Start,102.3,MIDDLE AFRICA
Jean-Marie Runiga,Congo DR,1194658548.0,Start,102.3,MIDDLE AFRICA
Alain Daniel Shekomba,Congo DR,1169619132.0,Stub,102.3,MIDDLE AFRICA
Koloso Sumaili,Congo DR,1053666295.0,Stub,102.3,MIDDLE AFRICA
Noël K. Tshiani Muadiamvita,Congo DR,1226227200.0,C,102.3,MIDDLE AFRICA
Emery Wafwana,Congo DR,1092371503.0,Start,102.3,MIDDLE AFRICA
Yolande Ebongo Osongo,Congo DR,1226028337.0,Stub,102.3,MIDDLE AFRICA
Florentino Alfaro Zamora,Costa Rica,1220759536.0,Stub,5.3,CENTRAL AMERICA
Alejandro Alvarado García,Costa Rica,1003975565.0,Stub,5.3,CENTRAL AMERICA
Antonio Saldaña,Costa Rica,1222311219.0,Start,5.3,CENTRAL AMERICA
Armando Aráuz Aguilar,Costa Rica,1222118361.0,Stub,5.3,CENTRAL AMERICA
Birche,Costa Rica,1144900728.0,Stub,5.3,CENTRAL AMERICA
Tranquilino de Bonilla y Herdocia,Costa Rica,1225144299.0,Stub,5.3,CENTRAL AMERICA
Juan José de Bonilla y Herdocia,Costa Rica,1226616767.0,Stub,5.3,CENTRAL AMERICA
Miguel de Bonilla y Laya-Bolívar,Costa Rica,1208170811.0,Start,5.3,CENTRAL AMERICA
Stephan Brunner,Costa Rica,1222276569.0,Stub,5.3,CENTRAL AMERICA
Marvin Calvo Montoya,Costa Rica,1162646713.0,Stub,5.3,CENTRAL AMERICA
Florencio del Castillo,Costa Rica,1208171356.0,Start,5.3,CENTRAL AMERICA
Paola Vega Castillo,Costa Rica,1225809426.0,Stub,5.3,CENTRAL AMERICA
Ramón Castro y Ramírez,Costa Rica,1225486364.0,Stub,5.3,CENTRAL AMERICA
Ricardo Castro Beeche,Costa Rica,1227663151.0,Stub,5.3,CENTRAL AMERICA
Teodoro Willink Castro,Costa Rica,1225813983.0,Stub,5.3,CENTRAL AMERICA
José Joaquín Chaverri Sievert,Costa Rica,956297870.0,Stub,5.3,CENTRAL AMERICA
José Miguel Corrales Bolaños,Costa Rica,1106097216.0,Stub,5.3,CENTRAL AMERICA
Correque,Costa Rica,1247058625.0,Start,5.3,CENTRAL AMERICA
Aquileo J. Echeverría,Costa Rica,1238913567.0,Start,5.3,CENTRAL AMERICA
El Guarco,Costa Rica,1222311350.0,Start,5.3,CENTRAL AMERICA
Narciso Esquivel y Salazar,Costa Rica,1220760182.0,Stub,5.3,CENTRAL AMERICA
Alberto Fait Lizano,Costa Rica,1222118382.0,Stub,5.3,CENTRAL AMERICA
King Garabito,Costa Rica,1196861935.0,Start,5.3,CENTRAL AMERICA
Gerardo Gómez Ramírez,Costa Rica,1192619706.0,Stub,5.3,CENTRAL AMERICA
Joaquín Gutiérrez,Costa Rica,1247069935.0,C,5.3,CENTRAL AMERICA
Fernando Guzmán Mata,Costa Rica,1222118321.0,Stub,5.3,CENTRAL AMERICA
Gerardo Guzmán Quirós,Costa Rica,1238913592.0,Stub,5.3,CENTRAL AMERICA
Joaquín de Iglesias Vidamartel,Costa Rica,1143751403.0,Stub,5.3,CENTRAL AMERICA
Bernal Jiménez Monge,Costa Rica,1222116000.0,Stub,5.3,CENTRAL AMERICA
Ramón Jiménez y Robredo,Costa Rica,956297739.0,Stub,5.3,CENTRAL AMERICA
José Miguel Alfaro Rodríguez,Costa Rica,1159361259.0,Stub,5.3,CENTRAL AMERICA
Pedro María León-Páez y Brown,Costa Rica,1239281067.0,Stub,5.3,CENTRAL AMERICA
Óscar López (politician),Costa Rica,1223311224.0,Stub,5.3,CENTRAL AMERICA
Juan de los Santos Madriz y Cervantes,Costa Rica,1166323385.0,Stub,5.3,CENTRAL AMERICA
Félix Arcadio Montero Monge,Costa Rica,1220914008.0,Stub,5.3,CENTRAL AMERICA
José Joaquín Mora Porras,Costa Rica,1220914322.0,Stub,5.3,CENTRAL AMERICA
Mary Munive,Costa Rica,1187967160.0,Stub,5.3,CENTRAL AMERICA
Rafael Moya Murillo,Costa Rica,1224803859.0,Stub,5.3,CENTRAL AMERICA
María Teresa Obregón Zamora,Costa Rica,1248921822.0,C,5.3,CENTRAL AMERICA
Rodrigo Oreamuno Blanco,Costa Rica,1222118589.0,Stub,5.3,CENTRAL AMERICA
Joaquín de Oreamuno,Costa Rica,1233508565.0,GA,5.3,CENTRAL AMERICA
Rafael Francisco Osejo,Costa Rica,1226873055.0,Start,5.3,CENTRAL AMERICA
Pablo Presbere,Costa Rica,1248356984.0,C,5.3,CENTRAL AMERICA
Manuel María de Peralta y Alfaro,Costa Rica,1221588507.0,Start,5.3,CENTRAL AMERICA
José María de Peralta,Costa Rica,1232063930.0,Start,5.3,CENTRAL AMERICA
Manuel María de Peralta y López del Corral,Costa Rica,1221588551.0,Stub,5.3,CENTRAL AMERICA
Cipriano Pérez y Arias,Costa Rica,1227718585.0,Stub,5.3,CENTRAL AMERICA
Eusebio Prieto y Ruiz,Costa Rica,1221750109.0,Stub,5.3,CENTRAL AMERICA
Carmen Quesada Santamaría,Costa Rica,1241998103.0,Stub,5.3,CENTRAL AMERICA
José Pablo Quirós Quirós,Costa Rica,1250676686.0,Stub,5.3,CENTRAL AMERICA
Gregorio José Ramírez,Costa Rica,1242282892.0,Start,5.3,CENTRAL AMERICA
Rafael Ramírez Hidalgo,Costa Rica,1221750940.0,Stub,5.3,CENTRAL AMERICA
Carlos Ricardo Benavides Jiménez,Costa Rica,1101826814.0,Stub,5.3,CENTRAL AMERICA
Rodrigo Altmann Ortiz,Costa Rica,1230256617.0,Stub,5.3,CENTRAL AMERICA
Santiago Mayas,Costa Rica,1220279443.0,Start,5.3,CENTRAL AMERICA
Siarke,Costa Rica,1165987146.0,Stub,5.3,CENTRAL AMERICA
Tomás Enrique Soley Soler,Costa Rica,1221318310.0,Stub,5.3,CENTRAL AMERICA
José María Soto Alfaro,Costa Rica,1163807639.0,Start,5.3,CENTRAL AMERICA
Nazario Toledo,Costa Rica,1144305699.0,Stub,5.3,CENTRAL AMERICA
Marco Vinicio Vargas Pereira,Costa Rica,956297827.0,Stub,5.3,CENTRAL AMERICA
Santos Velázquez y Tinoco,Costa Rica,1221752525.0,Stub,5.3,CENTRAL AMERICA
William Forbes (Talamancan king),Costa Rica,1222311400.0,Stub,5.3,CENTRAL AMERICA
Ivan Anušić,Croatia,1242418093.0,Stub,3.8,SOUTHERN EUROPE
Mato Arlović,Croatia,1165306945.0,Start,3.8,SOUTHERN EUROPE
Branko Bačić,Croatia,1224032607.0,C,3.8,SOUTHERN EUROPE
Fran Barac,Croatia,1211290682.0,Start,3.8,SOUTHERN EUROPE
Stephen Nikola Bartulica,Croatia,1250981130.0,C,3.8,SOUTHERN EUROPE
Živko Bertić,Croatia,1238706131.0,Start,3.8,SOUTHERN EUROPE
Ante Biankini,Croatia,1237241605.0,Start,3.8,SOUTHERN EUROPE
Juraj Biankini,Croatia,1219491844.0,Start,3.8,SOUTHERN EUROPE
Antun Bonifačić,Croatia,1236361509.0,Start,3.8,SOUTHERN EUROPE
Andrija Torkvat Brlić,Croatia,1235507942.0,GA,3.8,SOUTHERN EUROPE
Josip Broz Tito,Croatia,1250370039.0,FA,3.8,SOUTHERN EUROPE
"Gajo Bulat (politician, born 1867)",Croatia,1197433208.0,Start,3.8,SOUTHERN EUROPE
Nadežda Čačinovič,Croatia,1220422575.0,Start,3.8,SOUTHERN EUROPE
Gjuro Červar,Croatia,1242051863.0,Start,3.8,SOUTHERN EUROPE
Melko Čingrija,Croatia,1120771298.0,Start,3.8,SOUTHERN EUROPE
Pero Čingrija,Croatia,1242200901.0,Start,3.8,SOUTHERN EUROPE
Juraj Demetrović,Croatia,1242201064.0,Stub,3.8,SOUTHERN EUROPE
Mate Drinković,Croatia,1217986221.0,Start,3.8,SOUTHERN EUROPE
Nikica Gabrić,Croatia,1100953009.0,Stub,3.8,SOUTHERN EUROPE
Leon Geršković,Croatia,1248050628.0,Start,3.8,SOUTHERN EUROPE
Pavle Gregorić,Croatia,1226126469.0,Stub,3.8,SOUTHERN EUROPE
Ernest Jelušić,Croatia,1213664091.0,Start,3.8,SOUTHERN EUROPE
Emerik Josipović,Croatia,1242194990.0,Stub,3.8,SOUTHERN EUROPE
Gejza Josipović,Croatia,1242195010.0,Stub,3.8,SOUTHERN EUROPE
Radovan Juričić,Croatia,1242200310.0,Start,3.8,SOUTHERN EUROPE
Luka Kirac,Croatia,1241257381.0,GA,3.8,SOUTHERN EUROPE
Stjepan Kovačević,Croatia,1240854187.0,Stub,3.8,SOUTHERN EUROPE
Josip Kregar,Croatia,1159514930.0,Start,3.8,SOUTHERN EUROPE
Izidor Kršnjavi,Croatia,1224321567.0,Start,3.8,SOUTHERN EUROPE
Ivo Krstelj,Croatia,1196420740.0,Start,3.8,SOUTHERN EUROPE
Šime Kurelić,Croatia,1242200393.0,Start,3.8,SOUTHERN EUROPE
Ante Mandić,Croatia,1165990465.0,Stub,3.8,SOUTHERN EUROPE
Gavro Manojlović,Croatia,1244827949.0,Start,3.8,SOUTHERN EUROPE
Vladimir Mažuranić,Croatia,1070845254.0,Start,3.8,SOUTHERN EUROPE
Francesco Neffat,Croatia,1242200438.0,Start,3.8,SOUTHERN EUROPE
Fran Novljan,Croatia,1233137907.0,Start,3.8,SOUTHERN EUROPE
Adam Oster,Croatia,1245862304.0,Stub,3.8,SOUTHERN EUROPE
Kata Pejnović,Croatia,1186773296.0,Start,3.8,SOUTHERN EUROPE
Ivo Pilar,Croatia,1195042286.0,C,3.8,SOUTHERN EUROPE
Pero Pirker,Croatia,1184135617.0,GA,3.8,SOUTHERN EUROPE
Vladimir Prebeg,Croatia,1250642239.0,Start,3.8,SOUTHERN EUROPE
Svetozar Pribićević,Croatia,1244954755.0,C,3.8,SOUTHERN EUROPE
Niko Pucić,Croatia,1225745592.0,Start,3.8,SOUTHERN EUROPE
Rafael Pucić,Croatia,1242200763.0,Stub,3.8,SOUTHERN EUROPE
Ivica Puljak,Croatia,1242200734.0,Start,3.8,SOUTHERN EUROPE
Mario Radić (politician),Croatia,1248279415.0,Start,3.8,SOUTHERN EUROPE
Svetozar Rittig,Croatia,1152450124.0,C,3.8,SOUTHERN EUROPE
Juraj Rukavina Vidovgradski (politician),Croatia,1199041014.0,Start,3.8,SOUTHERN EUROPE
Juraj Rukavina Vidovgradski (soldier),Croatia,1228906309.0,Start,3.8,SOUTHERN EUROPE
Vjekoslav Servatzy,Croatia,1250320232.0,Start,3.8,SOUTHERN EUROPE
Ivan Vilibor Sinčić,Croatia,1218195373.0,Start,3.8,SOUTHERN EUROPE
Tadija Smičiklas,Croatia,1206321887.0,C,3.8,SOUTHERN EUROPE
Predrag Štromar,Croatia,1248957475.0,Start,3.8,SOUTHERN EUROPE
Josip Juraj Strossmayer,Croatia,1238344945.0,GA,3.8,SOUTHERN EUROPE
Ante Šupuk,Croatia,1249621933.0,Start,3.8,SOUTHERN EUROPE
Đuro Šurmin,Croatia,1244827930.0,Start,3.8,SOUTHERN EUROPE
Petar Dragan Turković,Croatia,1231554939.0,Start,3.8,SOUTHERN EUROPE
Vjenceslav Turković,Croatia,1153423503.0,Start,3.8,SOUTHERN EUROPE
Ljudevit Vukotinović,Croatia,1230143347.0,C,3.8,SOUTHERN EUROPE
Dragan Vulin,Croatia,1237706689.0,Start,3.8,SOUTHERN EUROPE
Većeslav Wilder,Croatia,1243528111.0,Stub,3.8,SOUTHERN EUROPE
Lordan Zafranović,Croatia,1244528472.0,C,3.8,SOUTHERN EUROPE
Ivana Živković,Croatia,1249365592.0,C,3.8,SOUTHERN EUROPE
Savo Zlatić,Croatia,1242200639.0,C,3.8,SOUTHERN EUROPE
Ante Županović,Croatia,1242198727.0,Stub,3.8,SOUTHERN EUROPE
Prime Ministers of Cuba,Cuba,1222418736.0,Stub,11.0,CARIBBEAN
President of Cuba,Cuba,1242576787.0,C,11.0,CARIBBEAN
Eduardo Agramonte Piña,Cuba,1243507972.0,C,11.0,CARIBBEAN
Ignacio Agramonte,Cuba,1245421466.0,C,11.0,CARIBBEAN
Francisco Agüero Velasco,Cuba,1245421581.0,Start,11.0,CARIBBEAN
Alberto López Díaz,Cuba,1245925886.0,Stub,11.0,CARIBBEAN
Sebastian Arcos Bergnes,Cuba,1247415268.0,C,11.0,CARIBBEAN
Gustavo Arcos,Cuba,1243522956.0,Start,11.0,CARIBBEAN
Juan de Ayala y Escobar,Cuba,1247807424.0,C,11.0,CARIBBEAN
Miguel Brugueras,Cuba,1233083421.0,Stub,11.0,CARIBBEAN
Leopoldo Cancio,Cuba,1244331581.0,Start,11.0,CARIBBEAN
Demetrio Castillo Duany,Cuba,1243523096.0,Start,11.0,CARIBBEAN
Vicente Manuel de Céspedes,Cuba,1247766081.0,C,11.0,CARIBBEAN
Manuel Cidre,Cuba,1232266957.0,Start,11.0,CARIBBEAN
Rosendo Collazo,Cuba,1245672019.0,GA,11.0,CARIBBEAN
Concepción Campa Huergo,Cuba,1193703609.0,Stub,11.0,CARIBBEAN
José María Coppinger,Cuba,1243523164.0,GA,11.0,CARIBBEAN
Miguel Díaz-Canel,Cuba,1249943418.0,GA,11.0,CARIBBEAN
Manuel Dorta-Duque,Cuba,1234507221.0,C,11.0,CARIBBEAN
Carlos Fernández Gondín,Cuba,1227798452.0,Start,11.0,CARIBBEAN
Orestes Ferrara,Cuba,1245068603.0,C,11.0,CARIBBEAN
Porfirio Franca,Cuba,1236334421.0,Start,11.0,CARIBBEAN
Francisco de Arango y Parreño,Cuba,1243507990.0,C,11.0,CARIBBEAN
Edith García Buchaca,Cuba,1240107237.0,FA,11.0,CARIBBEAN
Eumelín González Sánchez,Cuba,1225247475.0,Stub,11.0,CARIBBEAN
Aurelio Hevia,Cuba,1234522185.0,Stub,11.0,CARIBBEAN
Fernando Heydrich,Cuba,1234517177.0,Start,11.0,CARIBBEAN
Alfredo Hornedo,Cuba,1242375755.0,C,11.0,CARIBBEAN
José Irisarri,Cuba,1242914466.0,C,11.0,CARIBBEAN
Perfecto Lacoste,Cuba,1243523067.0,C,11.0,CARIBBEAN
José Francisco Lemus,Cuba,1243507993.0,Start,11.0,CARIBBEAN
Manuel Marrero Cruz,Cuba,1232587321.0,Start,11.0,CARIBBEAN
Rubén Martínez Puente,Cuba,1180190049.0,Stub,11.0,CARIBBEAN
Augusto Martínez Sánchez,Cuba,1227744657.0,C,11.0,CARIBBEAN
Bartolomé Masó,Cuba,1244157626.0,Start,11.0,CARIBBEAN
Ramón Meza y Suárez Inclán,Cuba,1231615289.0,Start,11.0,CARIBBEAN
Rafael Montoro,Cuba,1243522972.0,Stub,11.0,CARIBBEAN
Bartolomé Morales,Cuba,1247766152.0,Start,11.0,CARIBBEAN
José Núñez de Cáceres,Cuba,1245769290.0,FA,11.0,CARIBBEAN
Juan Vitalio Acuña Núñez,Cuba,1226339054.0,Stub,11.0,CARIBBEAN
Frank País,Cuba,1239091687.0,C,11.0,CARIBBEAN
Pedro Esteban González-Larrinaga,Cuba,1236334617.0,Start,11.0,CARIBBEAN
Guillermo Portela,Cuba,1243523143.0,Start,11.0,CARIBBEAN
Juan Nepomuceno de Quesada,Cuba,1247766173.0,C,11.0,CARIBBEAN
Luis Alberto Rodríguez López-Calleja,Cuba,1232888485.0,Start,11.0,CARIBBEAN
Francisco Sánchez Betancourt,Cuba,1238415935.0,Start,11.0,CARIBBEAN
"Salvador José de Muro, 2nd Marquis of Someruelos",Cuba,1245227544.0,GA,11.0,CARIBBEAN
Laureano de Torres y Ayala,Cuba,1242072670.0,C,11.0,CARIBBEAN
Salvador Valdés Mesa,Cuba,1208194413.0,Start,11.0,CARIBBEAN
Antonio Zambrana,Cuba,1243494819.0,B,11.0,CARIBBEAN
Mine Atlı,Cyprus,1236408162.0,Stub,1.3,WESTERN ASIA
Christos Christou (politician),Cyprus,1238915793.0,Start,1.3,WESTERN ASIA
Ioannis Clerides,Cyprus,1241434918.0,Start,1.3,WESTERN ASIA
Katherine Clerides,Cyprus,1247374009.0,C,1.3,WESTERN ASIA
Takis Evdokas,Cyprus,1225988181.0,Stub,1.3,WESTERN ASIA
Oz Karahan,Cyprus,1247898976.0,Start,1.3,WESTERN ASIA
Stelios Koiliaris,Cyprus,1227623541.0,Stub,1.3,WESTERN ASIA
Andreas Koukouma,Cyprus,1230635455.0,C,1.3,WESTERN ASIA
Pantelis Kouros,Cyprus,1222103574.0,Stub,1.3,WESTERN ASIA
Kyrillos III of Cyprus,Cyprus,1247976080.0,Start,1.3,WESTERN ASIA
Michalis Paraskevas,Cyprus,1115935468.0,C,1.3,WESTERN ASIA
Christos Patsalides,Cyprus,1227623663.0,Stub,1.3,WESTERN ASIA
Nicos A. Rolandis,Cyprus,1227623813.0,Start,1.3,WESTERN ASIA
Benon Sevan,Cyprus,1233091293.0,C,1.3,WESTERN ASIA
Stefanos Stefanou,Cyprus,1214952087.0,B,1.3,WESTERN ASIA
Michael Zampelas,Cyprus,1215793256.0,Start,1.3,WESTERN ASIA
Josef Barák,Czechia,1226223919.0,Stub,10.9,EASTERN EUROPE
Dagmar Burešová,Czechia,1193622801.0,C,10.9,EASTERN EUROPE
František Ringo Čech,Czechia,1240795935.0,C,10.9,EASTERN EUROPE
Jaroslav Chalupský,Czechia,1117846787.0,Stub,10.9,EASTERN EUROPE
Count Václav Antonín Chotek of Chotkov and Vojnín,Czechia,1214682376.0,Start,10.9,EASTERN EUROPE
Petr Cibulka,Czechia,1210656703.0,Start,10.9,EASTERN EUROPE
Josef Šebestián Daubek,Czechia,1187583083.0,Start,10.9,EASTERN EUROPE
Karel Domin,Czechia,1233866042.0,Start,10.9,EASTERN EUROPE
Jaroslav Foldyna,Czechia,1244076107.0,Start,10.9,EASTERN EUROPE
Vladimír Franz,Czechia,1248620062.0,C,10.9,EASTERN EUROPE
Josef Václav Frič,Czechia,1221494976.0,Start,10.9,EASTERN EUROPE
Radola Gajda,Czechia,1220980390.0,C,10.9,EASTERN EUROPE
Julius Gregr,Czechia,395521877.0,Stub,10.9,EASTERN EUROPE
Tomáš Grulich,Czechia,1248266864.0,Stub,10.9,EASTERN EUROPE
Karel Havlík,Czechia,1100828466.0,Stub,10.9,EASTERN EUROPE
Eduard Hedvicek,Czechia,1215043825.0,Stub,10.9,EASTERN EUROPE
Vladimír Hučín,Czechia,1123581664.0,Start,10.9,EASTERN EUROPE
Stanislav Huml,Czechia,1235129120.0,Stub,10.9,EASTERN EUROPE
Martin Jahn,Czechia,1214958856.0,Start,10.9,EASTERN EUROPE
Antonín Janoušek,Czechia,1241436446.0,Start,10.9,EASTERN EUROPE
Josef Ježek,Czechia,1220213589.0,C,10.9,EASTERN EUROPE
Ladislav Jirků,Czechia,1121164966.0,Stub,10.9,EASTERN EUROPE
Svatopluk Karásek,Czechia,1174014061.0,Stub,10.9,EASTERN EUROPE
"Wenzel Anton, Prince of Kaunitz-Rietberg",Czechia,1250983651.0,C,10.9,EASTERN EUROPE
Philip Kinsky of Wchinitz and Tettau,Czechia,1173967196.0,Start,10.9,EASTERN EUROPE
Bohuslav Kokotek,Czechia,1153657412.0,Start,10.9,EASTERN EUROPE
Jiří Kopal,Czechia,1229089252.0,C,10.9,EASTERN EUROPE
Jan Krejčí,Czechia,1133055905.0,C,10.9,EASTERN EUROPE
Tomáš Kvapil,Czechia,1180976983.0,Stub,10.9,EASTERN EUROPE
Jan Lacina,Czechia,1193596060.0,GA,10.9,EASTERN EUROPE
Lubomír Ledl,Czechia,1189600825.0,Stub,10.9,EASTERN EUROPE
Miroslav Lidinský,Czechia,1226706928.0,C,10.9,EASTERN EUROPE
Jiří Lobkowicz,Czechia,1036408754.0,Stub,10.9,EASTERN EUROPE
Jiří Löw,Czechia,1241435562.0,C,10.9,EASTERN EUROPE
Ivan Mašek,Czechia,1174219428.0,Stub,10.9,EASTERN EUROPE
Mikuláš of Hus,Czechia,1243344552.0,Stub,10.9,EASTERN EUROPE
Zdeněk Mraček,Czechia,1106394242.0,Stub,10.9,EASTERN EUROPE
Jana Nečasová,Czechia,1238159043.0,Stub,10.9,EASTERN EUROPE
Joseph Nekl,Czechia,1218312060.0,Stub,10.9,EASTERN EUROPE
Jiří Oberfalzer,Czechia,1209099891.0,Start,10.9,EASTERN EUROPE
Roman Onderka,Czechia,1185739645.0,Stub,10.9,EASTERN EUROPE
Vladimír Oplt,Czechia,1193837597.0,Stub,10.9,EASTERN EUROPE
Mojmír Povolný,Czechia,1191275971.0,GA,10.9,EASTERN EUROPE
Vladimír Príkazský,Czechia,1130269382.0,Start,10.9,EASTERN EUROPE
Ondřej Přikryl,Czechia,1225554044.0,Start,10.9,EASTERN EUROPE
Jozef Regec,Czechia,1215884348.0,Stub,10.9,EASTERN EUROPE
František Reichel,Czechia,1174354877.0,Stub,10.9,EASTERN EUROPE
Bedřich Reicin,Czechia,1195019933.0,Start,10.9,EASTERN EUROPE
Richard Sacher,Czechia,1240158146.0,Stub,10.9,EASTERN EUROPE
Tomáš Eduard Šilinger,Czechia,1164900220.0,Stub,10.9,EASTERN EUROPE
Karel Sladkovský,Czechia,1217162203.0,Start,10.9,EASTERN EUROPE
Karel Štogl,Czechia,1139514275.0,Start,10.9,EASTERN EUROPE
Matěj Stropnický,Czechia,1247626057.0,Stub,10.9,EASTERN EUROPE
Jiří Svoboda (director),Czechia,1250870275.0,Start,10.9,EASTERN EUROPE
Miroslav Tetter,Czechia,1208274112.0,Start,10.9,EASTERN EUROPE
"Leopold, Count von Thun und Hohenstein",Czechia,1215186791.0,C,10.9,EASTERN EUROPE
Tomáš Vandas,Czechia,1243347736.0,Start,10.9,EASTERN EUROPE
Jiří Ventruba,Czechia,1179850177.0,Stub,10.9,EASTERN EUROPE
Jan Vrba (politician),Czechia,1149096884.0,Stub,10.9,EASTERN EUROPE
Stanislav Žalud,Czechia,1186170185.0,Stub,10.9,EASTERN EUROPE
Moussa Ali Abdoulkader,Djibouti,1237461240.0,Stub,1.1,EASTERN AFRICA
Djama Ali Moussa,Djibouti,1242429887.0,Stub,1.1,EASTERN AFRICA
Choukri Djibah,Djibouti,1210382017.0,Start,1.1,EASTERN AFRICA
Omar Farah Iltireh,Djibouti,1188245774.0,Start,1.1,EASTERN AFRICA
Daher Ahmed Farah,Djibouti,1227261426.0,Start,1.1,EASTERN AFRICA
Ahmed Goumane-Roble,Djibouti,1249145342.0,Stub,1.1,EASTERN AFRICA
Halo Mohamed Ibrahim,Djibouti,1242619858.0,Stub,1.1,EASTERN AFRICA
Barkat Gourad Hamadou,Djibouti,1245230730.0,C,1.1,EASTERN AFRICA
Mahmoud Harbi,Djibouti,1244367159.0,C,1.1,EASTERN AFRICA
Abdallah Barkat Ibrahim,Djibouti,1242619513.0,Stub,1.1,EASTERN AFRICA
Mohamed Kamil,Djibouti,1227261336.0,Stub,1.1,EASTERN AFRICA
Mahamoud Moustapha Daher,Djibouti,1242620013.0,Stub,1.1,EASTERN AFRICA
Ahmed-Idriss Moussa,Djibouti,1227261395.0,Stub,1.1,EASTERN AFRICA
Omar Osman Rabe,Djibouti,1192322872.0,Start,1.1,EASTERN AFRICA
Mohamed Warsama Ragueh,Djibouti,1180804922.0,Stub,1.1,EASTERN AFRICA
President of the Dominican Republic,Dominican Republic,1246219040.0,C,11.3,CARIBBEAN
Johnny Abbes,Dominican Republic,1237096837.0,Start,11.3,CARIBBEAN
José Rafael Abinader,Dominican Republic,1246218847.0,Start,11.3,CARIBBEAN
Yamil Abreu Navarro,Dominican Republic,1186292250.0,Stub,11.3,CARIBBEAN
Roberto Álvarez Gil,Dominican Republic,1243351560.0,Stub,11.3,CARIBBEAN
Casimiro Antonio Marte Familia,Dominican Republic,1246218553.0,C,11.3,CARIBBEAN
Ramón Marrero Aristy,Dominican Republic,1196178615.0,C,11.3,CARIBBEAN
José María Cabral y Báez,Dominican Republic,1246218215.0,Start,11.3,CARIBBEAN
José María Caminero,Dominican Republic,1249249650.0,C,11.3,CARIBBEAN
Miguel Cocco,Dominican Republic,1225782262.0,Stub,11.3,CARIBBEAN
Ramón Tapia Espinal,Dominican Republic,1146487630.0,Start,11.3,CARIBBEAN
Viriato Fiallo,Dominican Republic,1212880453.0,Start,11.3,CARIBBEAN
Franklin Franco,Dominican Republic,1145626271.0,Start,11.3,CARIBBEAN
José Gabriel García,Dominican Republic,1239572304.0,C,11.3,CARIBBEAN
Rosa Gómez de Mejía,Dominican Republic,1246218785.0,Start,11.3,CARIBBEAN
Maximiliano Gómez,Dominican Republic,1130694664.0,Stub,11.3,CARIBBEAN
Juan Isidro Jimenes Grullón,Dominican Republic,1244792376.0,Start,11.3,CARIBBEAN
Isabel Mayer,Dominican Republic,1246218881.0,Start,11.3,CARIBBEAN
Valentin Medrano Pérez,Dominican Republic,1243880685.0,Start,11.3,CARIBBEAN
