FireType,Year,Acreage,Distance_to_Dearborn
Wildfire,1980,1098.895693799912,452.85548110198425
Wildfire,1980,423.1791765354286,472.74635734566925
Wildfire,1980,193.68143261051807,645.9011689622187
Wildfire,1980,161.46470151976212,330.5670898166202
Wildfire,1980,115.36119483910679,473.3104573792484
Wildfire,1980,130.54766326678282,448.7026865169979
Wildfire,1980,45.2500373404386,331.39486751255174
Wildfire,1980,20.20136264386519,458.9116878492883
Wildfire,1980,14.332925810891497,472.389529335176
Wildfire,1980,7.257892491163806,462.53882030280585
Wildfire,1980,6.332091926665139,463.0269297739808
Wildfire,1980,10.103494459507433,473.8472833807782
Wildfire,1980,3.777730225280158,377.36043126916974
Wildfire,1980,3.163591487574697,331.7915382239133
Wildfire,1980,3.0698120829894306,315.5927105252383
Wildfire,1980,2.939527850662564,328.16889814914055
Wildfire,1980,2.8854164828652538,635.5361203575278
Wildfire,1980,2.0889416380048664,315.9200763647699
Wildfire,1980,1.9889166799471958,360.052395114715
Wildfire,1980,1.3683191598981481,401.342355869572
Wildfire,1980,2.360258271454694,332.93902198384404
Wildfire,1980,1.0719271527508398,317.9511479060931
Wildfire,1980,1.0600235748599676,332.1537572410102
Wildfire,1980,0.9947432222901557,363.9540725743427
Wildfire,1980,0.9943231706736829,363.9796523845175
Wildfire,1980,1.641471008370702,319.9737958450497
Wildfire,1980,0.7302607073183592,449.11817810474344
Wildfire,1980,0.5160950902249828,329.40569413290075
Wildfire,1980,0.3444135718872049,473.6828770151734
Wildfire,1980,0.3290535945265436,308.30625548904027
Wildfire,1980,0.2649638413744742,439.9318790748231
Wildfire,1980,0.2148578163462064,416.3248682879501
Wildfire,1980,0.3054976451624198,313.8461872968886
Wildfire,1980,0.1267744179470642,391.4807199370019
Wildfire,1980,0.10503767993481072,303.0398243083898
Wildfire,1980,0.0997804414815284,495.0144669280106
Wildfire,1980,0.09975749987556978,493.7832785098377
Wildfire,1980,0.09973162592660287,493.3512838034973
Wildfire,1981,35.914937723715155,408.8479654326723
Wildfire,1981,24.610641990046833,328.8047681445198
Wildfire,1981,17.751548251845165,460.46055311407645
Wildfire,1981,14.857522761384857,456.6165112413943
Wildfire,1981,5.285558706902332,327.79886509154846
Wildfire,1981,4.295785058290448,327.8696171980599
Wildfire,1981,3.857335045649026,457.30610908132275
Wildfire,1981,4.311933673087053,457.07671801753855
Wildfire,1981,3.036080928138054,438.8102681691616
Wildfire,1981,2.9260882538657773,318.5823405457692
Wildfire,1981,2.3484109111060065,330.4416980223054
Wildfire,1981,1.985155410608788,331.2060737501456
Wildfire,1981,1.9721534333350503,321.37467268594844
Wildfire,1981,2.0585402572917584,451.0693208300275
Wildfire,1981,1.0444934874105336,318.5781270728791
Wildfire,1981,0.9605103866485547,492.432829993008
Wildfire,1981,0.9415916166386061,332.83455905495566
Wildfire,1981,0.4916565376179088,457.0787209777113
Wildfire,1981,0.4834077977702692,315.7227562631026
Wildfire,1981,0.2578309584746083,474.8367669873801
Wildfire,1981,0.09980449318685863,495.3770266457491
Wildfire,1981,0.0012145774981165483,496.6916130793292
Wildfire,1982,169.65271562915638,217.47041601849077
Wildfire,1982,46.03806756509717,315.96297117617235
Wildfire,1982,33.202093370522164,208.11306814798584
Wildfire,1982,14.920943881235884,367.7690520636038
Wildfire,1982,14.733841672325987,315.3605534872068
Wildfire,1982,5.093822988553821,215.96814858200065
Wildfire,1982,3.1032674196842867,460.0583472835513
Wildfire,1982,4.011840580830879,315.5456155173073
Wildfire,1982,2.988977103444667,391.52520610253566
Wildfire,1982,4.938858329161124,313.7465648279209
Wildfire,1982,1.0744500476833307,316.22988969048754
Wildfire,1982,1.0260529425183693,460.7101172335584
Wildfire,1982,1.0126389869802628,398.74325585955154
Wildfire,1982,0.9943798982582889,360.4979394296594
Wildfire,1982,0.9943183614377274,361.5890846809248
Wildfire,1982,0.5068911174020799,307.37695713136503
Wildfire,1982,0.09977627152914108,494.6640283013139
Wildfire,1982,0.09975722283346183,493.9735746354221
Wildfire,1982,0.09972955413102333,493.5668744577025
Wildfire,1982,0.08361907369887657,497.1044827966913
Wildfire,1982,0.031668192623923196,213.20561421721763
Wildfire,1982,0.0047283945581469925,496.4934976542074
Wildfire,1982,0.0064266495290590765,495.1883977564613
Wildfire,1982,0.002767887580865933,497.52700519990975
Wildfire,1982,0.0019065156162993647,497.157900104734
Wildfire,1982,0.00044403080933583423,497.42369162041126
Wildfire,1983,59.68594754312802,370.5929233597431
Wildfire,1983,52.638181040185984,330.6822007980943
Wildfire,1983,18.879936247695113,315.62706146331016
Wildfire,1983,5.967736795098506,363.1541929642742
Wildfire,1983,4.2122305929896156,327.9892961770943
Wildfire,1983,3.2672075751467005,380.65654739848134
Wildfire,1983,2.1527915299107563,352.08623498678463
Wildfire,1983,2.001218241617951,494.77763115146945
Wildfire,1983,3.6302538126076307,215.789191497946
Wildfire,1983,0.9943734535337417,362.47113462615573
Wildfire,1983,0.7951840623720283,376.50914765269437
Wildfire,1983,0.7730654824179541,495.56134273628913
Wildfire,1983,1.2606355572190227,391.0392872467295
Wildfire,1983,0.5258876570032072,319.95572575002984
Wildfire,1983,0.8108622308787378,214.85818725300095
Wildfire,1983,0.5100083138683954,212.43815025628749
Wildfire,1983,0.21768095236341975,313.0526507504428
Wildfire,1983,0.11773767410438056,407.7151406230359
Wildfire,1983,0.11453331637777786,350.025864793564
Wildfire,1983,0.10122180381161043,214.56426308966803
Wildfire,1983,0.09981796369770736,495.6811467710828
Wildfire,1983,0.09973199111422654,493.3650392841543
Wildfire,1983,0.07801531334338346,352.3303569127399
Wildfire,1983,0.07110459564883428,497.97240470272743
Wildfire,1983,0.03505697669851612,390.6532233146406
Wildfire,1983,0.03775782293693741,213.89826614720783
Wildfire,1983,0.014474883008079758,214.01769159793403
Wildfire,1983,0.010753771549937938,201.79018664457186
Wildfire,1983,0.008622664591230855,213.12447129550895
Wildfire,1983,0.00745766691087983,204.52297252210198
Wildfire,1983,0.0029471426651386636,495.93044338331185
Wildfire,1984,99.19629164442766,458.9690162509727
Wildfire,1984,146.15715092731023,215.6913367620605
Wildfire,1984,42.22846879171512,558.8368837357568
Wildfire,1984,11.471048526917336,212.73447104496196
Wildfire,1984,8.195275666635354,482.8091606498297
Wildfire,1984,6.961073440815868,354.78171778951537
Wildfire,1984,5.326959701259302,422.4011069861976
Wildfire,1984,4.9650196590202285,483.30371577023135
Wildfire,1984,3.413106457131934,558.9276920151535
Wildfire,1984,2.60065835424633,451.8852825193581
Wildfire,1984,2.318398107756089,208.07447809138262
Wildfire,1984,2.119152078930785,452.41705814700197
Wildfire,1984,1.9897400472503235,370.0704209032655
Wildfire,1984,1.9451303961314905,321.6782342046658
Wildfire,1984,1.1307452546816088,329.2180891020242
Wildfire,1984,0.9945886861028225,365.6052131109305
Wildfire,1984,0.9943710046922647,363.79898924157754
Wildfire,1984,0.994367537657331,360.6716745129557
Wildfire,1984,0.484820189546776,469.66188821807253
Wildfire,1984,0.3703525999948034,460.51156837643435
